age,aum,risk_tolerance,tenure_yrs,logins_per_mo,products_held,segment,persona
72,228547.09,8.7,19,1,4,0,Emerging Growth Seekers
64,214721.63,9.3,17,4,2,0,Emerging Growth Seekers
80,179801.96,3.0,19,10,3,3,Established Loyal Clients
60,381985.14,6.7,5,2,5,1,Conservative Wealth Preservers
72,88544.3,2.6,10,8,4,3,Established Loyal Clients
82,533877.79,1.0,10,5,3,1,Conservative Wealth Preservers
47,1355301.68,9.8,4,3,1,2,High-Net-Worth Core
74,397688.92,2.5,16,8,4,3,Established Loyal Clients
48,244559.05,1.7,8,10,5,3,Established Loyal Clients
67,247533.16,5.1,11,8,5,3,Established Loyal Clients
79,413228.57,4.0,21,4,1,3,Established Loyal Clients
73,237960.65,6.6,18,8,3,3,Established Loyal Clients
46,128797.86,7.9,2,3,7,0,Emerging Growth Seekers
54,411236.61,2.2,19,3,1,3,Established Loyal Clients
25,85520.07,7.6,4,2,1,0,Emerging Growth Seekers
57,409531.79,8.9,2,7,6,0,Emerging Growth Seekers
66,276918.1,1.2,3,4,7,1,Conservative Wealth Preservers
67,194754.87,7.1,3,4,3,1,Conservative Wealth Preservers
92,217999.32,1.0,15,7,7,3,Established Loyal Clients
76,33636.94,3.3,20,3,6,3,Established Loyal Clients
59,124398.48,5.7,4,6,2,1,Conservative Wealth Preservers
42,595104.24,8.2,20,3,7,0,Emerging Growth Seekers
69,65446.49,5.9,15,2,7,1,Conservative Wealth Preservers
64,257490.47,8.4,17,6,3,3,Established Loyal Clients
49,206156.61,10.0,7,4,1,0,Emerging Growth Seekers
36,367323.04,10.0,15,3,5,0,Emerging Growth Seekers
81,176976.79,3.9,6,6,5,1,Conservative Wealth Preservers
52,330455.61,3.3,15,5,3,3,Established Loyal Clients
46,137714.72,10.0,1,2,2,0,Emerging Growth Seekers
63,195736.14,1.4,13,10,6,3,Established Loyal Clients
60,60807.38,6.6,19,7,2,3,Established Loyal Clients
47,59864.11,9.7,6,5,1,0,Emerging Growth Seekers
55,81621.99,1.1,13,6,7,3,Established Loyal Clients
30,136238.03,7.2,8,1,3,0,Emerging Growth Seekers
53,25000.0,4.3,0,9,3,1,Conservative Wealth Preservers
30,121674.2,10.0,0,3,7,0,Emerging Growth Seekers
43,57943.11,5.1,3,3,7,1,Conservative Wealth Preservers
63,577235.39,8.5,5,4,2,0,Emerging Growth Seekers
47,183995.16,6.7,14,7,5,3,Established Loyal Clients
60,348936.37,4.7,19,6,6,3,Established Loyal Clients
57,64023.6,2.9,20,4,3,3,Established Loyal Clients
44,90387.08,6.0,16,10,4,3,Established Loyal Clients
61,90189.75,4.5,15,3,5,1,Conservative Wealth Preservers
51,55260.05,4.4,7,4,5,1,Conservative Wealth Preservers
40,291098.84,5.3,9,1,2,0,Emerging Growth Seekers
51,882537.59,6.4,22,9,2,3,Established Loyal Clients
60,216631.96,2.7,0,3,5,1,Conservative Wealth Preservers
24,228460.95,10.0,1,1,7,0,Emerging Growth Seekers
48,193397.2,1.7,15,7,2,3,Established Loyal Clients
33,315114.41,3.9,23,10,4,3,Established Loyal Clients
49,165530.14,5.6,11,9,6,3,Established Loyal Clients
55,260166.87,8.1,22,4,1,0,Emerging Growth Seekers
71,407247.61,1.7,13,5,4,1,Conservative Wealth Preservers
65,115167.01,4.3,0,3,2,1,Conservative Wealth Preservers
44,120562.15,10.0,8,4,2,0,Emerging Growth Seekers
72,442155.65,4.6,4,2,5,1,Conservative Wealth Preservers
54,294902.71,2.2,24,6,5,3,Established Loyal Clients
29,166719.2,4.3,9,5,6,0,Emerging Growth Seekers
67,701616.69,2.0,20,5,1,3,Established Loyal Clients
65,169649.39,1.3,1,7,6,1,Conservative Wealth Preservers
60,218411.0,9.6,16,5,2,0,Emerging Growth Seekers
41,294078.09,4.2,2,6,1,1,Conservative Wealth Preservers
39,511385.17,6.4,0,4,5,0,Emerging Growth Seekers
41,284788.55,2.2,17,4,1,3,Established Loyal Clients
87,446546.25,5.4,6,4,4,1,Conservative Wealth Preservers
81,795042.43,6.9,0,5,4,1,Conservative Wealth Preservers
77,248576.34,5.2,6,4,7,1,Conservative Wealth Preservers
40,160991.42,10.0,2,5,2,0,Emerging Growth Seekers
43,60403.0,10.0,24,1,7,0,Emerging Growth Seekers
52,93725.27,9.3,17,6,4,0,Emerging Growth Seekers
92,135381.38,3.0,14,8,1,3,Established Loyal Clients
56,151792.46,3.0,13,8,2,3,Established Loyal Clients
35,258150.87,10.0,8,4,6,0,Emerging Growth Seekers
32,353618.4,5.0,4,3,5,0,Emerging Growth Seekers
39,222287.86,10.0,12,4,1,0,Emerging Growth Seekers
64,355660.21,7.3,2,3,5,1,Conservative Wealth Preservers
46,526513.87,4.8,23,6,1,3,Established Loyal Clients
59,137508.64,5.8,17,4,3,0,Emerging Growth Seekers
29,121589.87,8.2,13,2,4,0,Emerging Growth Seekers
50,454725.35,3.5,12,5,1,1,Conservative Wealth Preservers
40,235699.7,10.0,15,6,4,0,Emerging Growth Seekers
70,224032.27,2.9,18,3,1,1,Conservative Wealth Preservers
35,193899.21,2.8,9,7,4,3,Established Loyal Clients
48,185378.61,2.7,11,1,2,1,Conservative Wealth Preservers
67,545976.76,2.1,12,7,1,3,Established Loyal Clients
51,146528.0,7.4,20,7,6,3,Established Loyal Clients
75,202346.05,7.4,20,3,5,3,Established Loyal Clients
39,338258.12,7.4,0,3,1,0,Emerging Growth Seekers
68,406627.91,2.0,20,9,5,3,Established Loyal Clients
56,2424054.36,2.0,24,8,7,2,High-Net-Worth Core
51,79467.69,3.4,20,5,6,3,Established Loyal Clients
60,184987.16,6.7,15,7,6,3,Established Loyal Clients
23,125574.72,10.0,4,4,7,0,Emerging Growth Seekers
65,399790.62,7.2,3,3,4,1,Conservative Wealth Preservers
46,274216.05,10.0,14,3,6,0,Emerging Growth Seekers
56,65370.21,4.0,5,7,4,1,Conservative Wealth Preservers
68,164522.36,1.0,7,4,2,1,Conservative Wealth Preservers
62,141037.85,1.0,9,3,6,1,Conservative Wealth Preservers
33,83460.84,7.9,2,4,4,0,Emerging Growth Seekers
76,735100.61,1.3,22,7,5,3,Established Loyal Clients
63,428242.98,7.5,3,4,7,1,Conservative Wealth Preservers
76,68941.33,3.4,9,6,1,1,Conservative Wealth Preservers
62,560965.39,4.5,19,8,7,3,Established Loyal Clients
46,199944.47,4.8,13,6,3,3,Established Loyal Clients
58,131830.28,8.8,17,4,6,0,Emerging Growth Seekers
54,199526.82,9.2,10,3,2,0,Emerging Growth Seekers
51,161187.92,1.4,16,10,2,3,Established Loyal Clients
85,147220.19,1.0,17,10,7,3,Established Loyal Clients
51,69794.91,3.4,13,4,1,1,Conservative Wealth Preservers
92,257091.19,1.0,6,4,5,1,Conservative Wealth Preservers
65,144048.05,5.3,3,4,4,1,Conservative Wealth Preservers
60,244300.43,9.6,19,6,5,0,Emerging Growth Seekers
68,45674.88,7.0,24,9,4,3,Established Loyal Clients
60,218248.17,7.7,0,5,7,1,Conservative Wealth Preservers
26,44970.17,9.5,22,6,3,0,Emerging Growth Seekers
54,163749.21,8.1,12,4,7,0,Emerging Growth Seekers
52,39354.34,7.3,1,2,5,0,Emerging Growth Seekers
45,303181.21,9.9,6,5,1,0,Emerging Growth Seekers
63,143759.04,6.5,1,2,6,1,Conservative Wealth Preservers
81,93140.06,7.9,9,5,3,1,Conservative Wealth Preservers
49,78575.59,8.6,10,8,4,0,Emerging Growth Seekers
54,314198.39,5.2,19,3,3,0,Emerging Growth Seekers
37,520746.37,10.0,14,7,7,0,Emerging Growth Seekers
33,103908.97,10.0,1,9,2,0,Emerging Growth Seekers
70,1756686.21,2.8,21,6,4,2,High-Net-Worth Core
68,285169.74,5.0,14,6,5,3,Established Loyal Clients
62,115138.9,8.5,10,6,6,0,Emerging Growth Seekers
88,103938.9,6.3,18,8,4,3,Established Loyal Clients
63,385568.1,7.4,5,6,4,1,Conservative Wealth Preservers
65,408741.8,7.3,23,3,5,0,Emerging Growth Seekers
87,1085089.38,6.5,7,10,5,2,High-Net-Worth Core
86,151393.65,6.5,0,3,2,1,Conservative Wealth Preservers
37,155136.97,6.6,15,4,4,0,Emerging Growth Seekers
38,211675.83,7.5,2,3,5,0,Emerging Growth Seekers
51,538344.0,5.4,14,4,5,0,Emerging Growth Seekers
46,46023.22,7.8,19,7,2,3,Established Loyal Clients
38,76144.08,8.5,2,3,7,0,Emerging Growth Seekers
57,53875.39,5.9,6,4,6,1,Conservative Wealth Preservers
42,121116.35,6.1,10,6,5,0,Emerging Growth Seekers
70,120422.23,1.0,19,8,5,3,Established Loyal Clients
42,122344.97,10.0,17,2,2,0,Emerging Growth Seekers
53,281783.54,10.0,11,3,2,0,Emerging Growth Seekers
74,54626.16,1.0,0,5,3,1,Conservative Wealth Preservers
58,636149.71,5.8,21,3,1,0,Emerging Growth Seekers
66,238336.69,4.2,1,3,6,1,Conservative Wealth Preservers
67,366847.44,2.1,14,5,5,1,Conservative Wealth Preservers
57,132727.52,4.9,8,4,5,1,Conservative Wealth Preservers
60,493024.26,1.0,20,13,4,3,Established Loyal Clients
74,146232.68,1.0,18,12,2,3,Established Loyal Clients
48,398863.23,8.7,6,4,1,0,Emerging Growth Seekers
62,1186320.7,4.5,12,8,7,2,High-Net-Worth Core
40,293573.6,10.0,13,4,7,0,Emerging Growth Seekers
44,57191.57,10.0,21,13,4,3,Established Loyal Clients
29,477009.51,10.0,24,8,1,0,Emerging Growth Seekers
63,64972.08,8.4,7,2,7,0,Emerging Growth Seekers
47,293571.94,6.8,23,5,5,3,Established Loyal Clients
75,358717.83,3.4,20,7,4,3,Established Loyal Clients
57,29330.93,9.9,10,3,2,0,Emerging Growth Seekers
62,593620.31,1.5,1,6,7,1,Conservative Wealth Preservers
67,397930.64,4.1,12,8,3,3,Established Loyal Clients
50,462023.55,7.5,9,9,2,3,Established Loyal Clients
55,310076.95,6.1,3,1,1,1,Conservative Wealth Preservers
36,168869.38,6.6,20,8,5,3,Established Loyal Clients
28,245904.43,5.4,20,8,3,3,Established Loyal Clients
74,723409.11,6.5,13,6,2,2,High-Net-Worth Core
53,231590.37,1.3,3,4,5,1,Conservative Wealth Preservers
56,449123.69,7.0,2,4,2,1,Conservative Wealth Preservers
66,185389.83,4.2,13,4,2,1,Conservative Wealth Preservers
91,145342.8,1.0,0,2,7,1,Conservative Wealth Preservers
74,535187.58,1.0,0,6,6,1,Conservative Wealth Preservers
74,156118.63,3.5,19,4,7,3,Established Loyal Clients
37,738389.5,10.0,14,4,4,0,Emerging Growth Seekers
44,590622.63,10.0,15,6,6,0,Emerging Growth Seekers
50,573365.52,8.5,14,3,3,0,Emerging Growth Seekers
74,33554.83,3.5,0,7,7,1,Conservative Wealth Preservers
53,521628.37,8.2,2,2,7,0,Emerging Growth Seekers
80,609931.84,6.0,13,4,2,1,Conservative Wealth Preservers
62,523591.15,9.5,8,1,6,0,Emerging Growth Seekers
71,993148.22,4.8,4,5,3,2,High-Net-Worth Core
70,222653.78,1.0,20,5,5,3,Established Loyal Clients
53,599939.95,8.2,16,4,7,0,Emerging Growth Seekers
50,824053.5,6.5,22,5,7,2,High-Net-Worth Core
59,225422.95,4.8,7,6,1,1,Conservative Wealth Preservers
55,147328.09,4.0,22,6,4,3,Established Loyal Clients
33,74784.86,4.9,8,7,3,0,Emerging Growth Seekers
53,76445.12,2.2,22,2,3,3,Established Loyal Clients
69,233694.16,1.9,11,3,2,1,Conservative Wealth Preservers
60,810637.58,9.6,21,5,1,2,High-Net-Worth Core
63,149536.06,6.4,4,6,1,1,Conservative Wealth Preservers
41,115540.7,9.3,22,6,4,0,Emerging Growth Seekers
43,26280.71,10.0,19,5,1,0,Emerging Growth Seekers
65,240086.03,3.3,2,7,6,1,Conservative Wealth Preservers
43,478553.87,10.0,13,6,4,0,Emerging Growth Seekers
78,300513.61,8.2,19,6,5,3,Established Loyal Clients
79,886071.13,5.1,18,4,5,2,High-Net-Worth Core
58,338242.33,2.8,5,5,4,1,Conservative Wealth Preservers
39,120144.93,8.4,6,5,3,0,Emerging Growth Seekers
46,113978.95,9.8,8,1,6,0,Emerging Growth Seekers
64,763194.68,6.3,5,1,6,1,Conservative Wealth Preservers
71,497191.35,2.8,16,6,5,3,Established Loyal Clients
72,101840.9,3.6,24,9,5,3,Established Loyal Clients
91,91008.94,1.0,4,3,6,1,Conservative Wealth Preservers
63,222525.41,1.0,23,5,3,3,Established Loyal Clients
55,388254.74,7.1,23,1,5,0,Emerging Growth Seekers
58,583063.44,1.0,14,5,4,1,Conservative Wealth Preservers
40,48412.38,7.4,6,4,6,0,Emerging Growth Seekers
56,370126.53,9.0,21,3,4,0,Emerging Growth Seekers
46,205518.05,8.8,5,3,4,0,Emerging Growth Seekers
57,176141.85,5.9,20,3,1,0,Emerging Growth Seekers
37,117891.25,2.6,24,8,4,3,Established Loyal Clients
51,170569.97,7.4,18,7,4,3,Established Loyal Clients
52,123397.48,8.3,21,5,2,0,Emerging Growth Seekers
57,574199.38,7.9,24,6,4,3,Established Loyal Clients
69,139416.06,8.9,0,2,6,1,Conservative Wealth Preservers
43,103376.96,10.0,0,3,7,0,Emerging Growth Seekers
31,251930.7,9.1,16,6,7,0,Emerging Growth Seekers
46,188324.3,2.9,6,6,7,1,Conservative Wealth Preservers
73,125699.4,7.6,8,4,6,1,Conservative Wealth Preservers
37,292194.05,3.6,4,1,7,1,Conservative Wealth Preservers
49,202981.1,2.6,21,6,3,3,Established Loyal Clients
43,86999.3,9.1,16,8,1,0,Emerging Growth Seekers
63,212439.69,6.4,1,4,6,1,Conservative Wealth Preservers
64,229646.02,1.0,14,8,3,3,Established Loyal Clients
48,296637.44,4.6,13,5,1,0,Emerging Growth Seekers
33,497978.73,3.9,11,5,4,0,Emerging Growth Seekers
74,383123.46,1.0,0,3,4,1,Conservative Wealth Preservers
68,133084.87,8.0,14,2,3,0,Emerging Growth Seekers
68,971115.06,1.0,17,6,1,2,High-Net-Worth Core
64,257212.06,4.3,4,7,5,1,Conservative Wealth Preservers
60,49974.89,6.6,19,2,1,0,Emerging Growth Seekers
52,84939.61,4.3,17,7,4,3,Established Loyal Clients
54,172713.93,5.1,2,5,1,1,Conservative Wealth Preservers
69,84299.57,1.0,7,4,7,1,Conservative Wealth Preservers
36,222158.24,3.6,15,4,1,0,Emerging Growth Seekers
40,124022.17,2.3,5,8,4,1,Conservative Wealth Preservers
59,205165.39,8.7,1,10,3,1,Conservative Wealth Preservers
22,38775.36,7.8,15,4,4,0,Emerging Growth Seekers
57,144356.03,5.9,20,8,4,3,Established Loyal Clients
68,188363.49,9.0,21,4,3,0,Emerging Growth Seekers
47,392214.85,5.7,23,4,2,3,Established Loyal Clients
65,353407.67,2.3,10,5,5,1,Conservative Wealth Preservers
38,177363.44,8.5,6,2,4,0,Emerging Growth Seekers
54,412507.75,1.2,15,6,2,3,Established Loyal Clients
46,1874644.37,5.8,21,4,7,2,High-Net-Worth Core
47,1916661.34,2.7,8,6,1,2,High-Net-Worth Core
38,127318.87,8.5,15,6,5,0,Emerging Growth Seekers
54,145859.68,5.2,18,4,5,3,Established Loyal Clients
88,84234.33,1.3,19,5,2,3,Established Loyal Clients
55,256167.37,3.1,17,3,7,1,Conservative Wealth Preservers
45,1215784.19,10.0,18,1,4,2,High-Net-Worth Core
73,158896.77,4.6,23,6,6,3,Established Loyal Clients
61,224869.1,5.6,19,4,5,3,Established Loyal Clients
68,291464.33,4.0,0,4,3,1,Conservative Wealth Preservers
22,106114.34,3.8,2,7,3,0,Emerging Growth Seekers
43,31005.04,6.1,17,6,6,0,Emerging Growth Seekers
59,1843584.61,2.7,8,7,5,2,High-Net-Worth Core
58,572309.03,2.8,7,4,2,1,Conservative Wealth Preservers
46,107323.25,6.8,4,6,1,0,Emerging Growth Seekers
44,157204.79,9.0,19,5,6,0,Emerging Growth Seekers
73,107917.97,2.6,18,4,7,3,Established Loyal Clients
58,484118.76,1.8,1,4,5,1,Conservative Wealth Preservers
44,56878.28,8.0,10,1,5,0,Emerging Growth Seekers
54,355956.88,10.0,24,6,2,0,Emerging Growth Seekers
80,402380.94,1.0,17,9,7,3,Established Loyal Clients
66,241335.0,1.0,4,7,4,1,Conservative Wealth Preservers
69,591521.67,8.9,19,3,1,0,Emerging Growth Seekers
49,52139.9,2.6,17,8,6,3,Established Loyal Clients
42,208670.0,3.2,8,2,1,1,Conservative Wealth Preservers
37,155455.45,7.6,18,6,5,0,Emerging Growth Seekers
84,2503725.91,3.7,10,7,6,2,High-Net-Worth Core
61,159440.46,1.0,2,4,2,1,Conservative Wealth Preservers
53,97157.38,2.3,21,5,2,3,Established Loyal Clients
42,351140.65,8.2,5,4,2,0,Emerging Growth Seekers
65,112495.35,7.3,24,9,4,3,Established Loyal Clients
82,51092.99,1.0,16,6,7,3,Established Loyal Clients
63,158649.33,2.5,10,7,6,1,Conservative Wealth Preservers
49,378771.63,3.6,16,4,5,3,Established Loyal Clients
60,210985.66,6.7,12,5,5,0,Emerging Growth Seekers
76,789043.99,7.3,5,6,3,2,High-Net-Worth Core
64,64767.68,1.4,23,5,5,3,Established Loyal Clients
49,91218.46,8.6,12,6,2,0,Emerging Growth Seekers
77,413710.4,4.3,15,3,1,1,Conservative Wealth Preservers
58,414692.26,7.8,1,2,3,0,Emerging Growth Seekers
36,149280.29,10.0,20,4,7,0,Emerging Growth Seekers
47,44236.2,10.0,17,8,3,0,Emerging Growth Seekers
56,160143.68,8.0,0,2,5,0,Emerging Growth Seekers
50,25000.0,2.5,7,5,5,1,Conservative Wealth Preservers
57,246218.16,5.9,24,8,1,3,Established Loyal Clients
58,230716.04,6.8,11,3,1,0,Emerging Growth Seekers
45,992715.14,1.9,5,4,6,2,High-Net-Worth Core
40,246752.87,2.3,0,6,1,1,Conservative Wealth Preservers
69,326068.82,7.9,7,5,3,1,Conservative Wealth Preservers
51,80255.77,5.4,24,5,4,3,Established Loyal Clients
52,224622.73,1.3,18,16,3,3,Established Loyal Clients
47,158592.5,10.0,21,10,5,3,Established Loyal Clients
63,393493.35,4.4,6,4,1,1,Conservative Wealth Preservers
47,241528.21,5.7,14,10,5,3,Established Loyal Clients
53,352782.92,10.0,8,7,6,0,Emerging Growth Seekers
40,420627.81,6.3,10,7,4,0,Emerging Growth Seekers
41,199334.16,5.2,17,6,6,3,Established Loyal Clients
79,337101.16,6.1,0,1,2,1,Conservative Wealth Preservers
61,255969.61,4.6,15,4,7,1,Conservative Wealth Preservers
80,304720.48,3.0,12,5,6,1,Conservative Wealth Preservers
61,126383.22,9.6,19,4,7,0,Emerging Growth Seekers
56,544239.39,3.0,11,6,1,1,Conservative Wealth Preservers
40,266917.31,10.0,0,1,4,0,Emerging Growth Seekers
62,349122.44,1.0,5,2,2,1,Conservative Wealth Preservers
51,586839.42,10.0,11,8,2,0,Emerging Growth Seekers
71,98915.87,8.7,13,4,3,0,Emerging Growth Seekers
51,1152372.27,4.4,18,5,2,2,High-Net-Worth Core
39,382247.71,2.4,8,7,3,1,Conservative Wealth Preservers
40,761340.62,10.0,2,3,4,0,Emerging Growth Seekers
38,1767985.71,5.5,15,3,5,2,High-Net-Worth Core
77,136502.81,7.3,20,7,5,3,Established Loyal Clients
57,332416.81,8.9,20,5,1,0,Emerging Growth Seekers
52,151190.45,9.3,16,2,1,0,Emerging Growth Seekers
72,837202.75,1.0,10,6,5,2,High-Net-Worth Core
47,184128.88,3.8,0,4,7,1,Conservative Wealth Preservers
62,455352.38,3.5,2,1,7,1,Conservative Wealth Preservers
31,33388.91,7.1,22,3,3,0,Emerging Growth Seekers
50,37750.62,2.5,6,4,5,1,Conservative Wealth Preservers
46,205940.65,8.9,13,9,6,0,Emerging Growth Seekers
40,266517.24,10.0,1,2,3,0,Emerging Growth Seekers
68,213023.49,4.0,2,5,3,1,Conservative Wealth Preservers
50,194923.02,10.0,20,3,4,0,Emerging Growth Seekers
48,173719.17,5.7,17,4,6,0,Emerging Growth Seekers
52,143580.27,6.3,16,2,6,0,Emerging Growth Seekers
65,293502.81,6.3,4,6,7,1,Conservative Wealth Preservers
60,338914.91,2.7,1,2,2,1,Conservative Wealth Preservers
45,538467.12,8.9,1,3,7,0,Emerging Growth Seekers
60,148726.24,8.7,19,5,3,0,Emerging Growth Seekers
80,638504.21,1.0,20,6,6,3,Established Loyal Clients
60,924702.01,9.7,22,5,6,2,High-Net-Worth Core
75,139917.82,8.4,18,6,7,3,Established Loyal Clients
52,847573.68,7.3,3,4,3,2,High-Net-Worth Core
24,89257.23,5.6,22,4,7,0,Emerging Growth Seekers
48,269189.27,3.7,5,4,2,1,Conservative Wealth Preservers
62,76989.34,6.5,7,11,5,3,Established Loyal Clients
52,348086.13,8.3,1,2,2,0,Emerging Growth Seekers
41,556411.98,9.3,21,8,4,0,Emerging Growth Seekers
61,558179.94,3.6,5,5,5,1,Conservative Wealth Preservers
22,52012.8,4.8,9,3,5,0,Emerging Growth Seekers
68,250982.56,5.0,24,6,5,3,Established Loyal Clients
22,308326.6,10.0,24,8,4,0,Emerging Growth Seekers
31,418543.08,3.1,15,2,4,0,Emerging Growth Seekers
57,303419.37,8.9,10,1,4,0,Emerging Growth Seekers
79,49563.2,7.1,14,2,4,1,Conservative Wealth Preservers
26,256022.31,10.0,9,4,6,0,Emerging Growth Seekers
59,207622.88,3.8,17,7,6,3,Established Loyal Clients
66,154812.54,1.0,11,7,7,1,Conservative Wealth Preservers
52,258873.88,9.3,13,4,7,0,Emerging Growth Seekers
78,182504.13,1.0,14,9,1,3,Established Loyal Clients
49,156020.5,1.6,0,6,2,1,Conservative Wealth Preservers
63,75315.95,9.4,0,5,3,0,Emerging Growth Seekers
43,177346.42,4.1,5,2,1,1,Conservative Wealth Preservers
58,149656.01,9.9,14,3,3,0,Emerging Growth Seekers
58,132655.55,5.8,9,9,1,3,Established Loyal Clients
73,285319.4,1.0,2,5,7,1,Conservative Wealth Preservers
88,104484.21,1.0,20,5,1,3,Established Loyal Clients
41,97274.23,10.0,2,5,2,0,Emerging Growth Seekers
46,562275.73,1.8,14,5,4,3,Established Loyal Clients
65,280741.76,2.2,9,1,5,1,Conservative Wealth Preservers
57,446011.63,2.9,14,9,3,3,Established Loyal Clients
44,235759.19,2.0,19,7,7,3,Established Loyal Clients
52,342027.85,10.0,4,5,5,0,Emerging Growth Seekers
70,30169.31,4.8,10,3,1,1,Conservative Wealth Preservers
84,1633527.38,5.7,22,6,7,2,High-Net-Worth Core
53,332116.84,3.2,4,2,4,1,Conservative Wealth Preservers
65,490621.78,8.3,21,5,5,3,Established Loyal Clients
63,155040.76,9.4,11,4,2,0,Emerging Growth Seekers
54,281592.81,3.2,9,2,6,1,Conservative Wealth Preservers
46,418229.69,10.0,22,7,2,0,Emerging Growth Seekers
61,74882.98,6.6,13,4,7,0,Emerging Growth Seekers
67,1138650.07,3.1,0,5,5,2,High-Net-Worth Core
42,55597.76,9.1,15,7,4,0,Emerging Growth Seekers
51,105750.96,6.4,12,4,7,0,Emerging Growth Seekers
66,144161.61,1.1,10,4,3,1,Conservative Wealth Preservers
54,299372.13,8.2,13,3,7,0,Emerging Growth Seekers
48,235928.64,6.7,0,5,3,0,Emerging Growth Seekers
59,394228.84,1.0,22,15,6,3,Established Loyal Clients
31,51604.16,10.0,2,4,7,0,Emerging Growth Seekers
65,668510.0,9.3,22,3,1,0,Emerging Growth Seekers
66,89768.61,9.2,23,3,4,0,Emerging Growth Seekers
69,141586.02,7.9,17,2,2,0,Emerging Growth Seekers
42,69495.48,6.2,1,5,5,0,Emerging Growth Seekers
58,406699.21,5.8,23,5,5,3,Established Loyal Clients
73,281794.93,7.6,6,9,5,1,Conservative Wealth Preservers
71,901102.87,3.8,16,3,7,2,High-Net-Worth Core
61,58774.82,4.6,2,8,3,1,Conservative Wealth Preservers
77,675115.65,4.2,2,5,6,1,Conservative Wealth Preservers
65,141192.38,1.3,18,6,7,3,Established Loyal Clients
66,344997.95,8.2,22,3,4,0,Emerging Growth Seekers
65,131703.64,6.3,4,3,3,1,Conservative Wealth Preservers
34,52027.18,2.8,10,2,4,0,Emerging Growth Seekers
48,107809.37,6.7,1,3,1,0,Emerging Growth Seekers
92,177145.54,1.0,22,5,2,3,Established Loyal Clients
72,779015.6,8.6,18,6,7,2,High-Net-Worth Core
86,119782.95,2.5,22,5,6,3,Established Loyal Clients
81,240855.18,6.9,4,7,3,1,Conservative Wealth Preservers
43,386040.79,6.1,19,4,5,0,Emerging Growth Seekers
39,58595.74,8.5,8,4,1,0,Emerging Growth Seekers
75,132264.61,4.4,17,4,4,1,Conservative Wealth Preservers
50,100704.9,5.5,22,8,1,3,Established Loyal Clients
75,193804.36,6.4,1,3,1,1,Conservative Wealth Preservers
77,305744.67,8.2,3,4,5,1,Conservative Wealth Preservers
62,128275.36,2.5,1,2,5,1,Conservative Wealth Preservers
51,152200.81,3.4,24,4,4,3,Established Loyal Clients
46,157503.17,8.8,22,3,7,0,Emerging Growth Seekers
46,25000.0,8.9,17,7,2,0,Emerging Growth Seekers
50,199521.27,9.5,1,3,7,0,Emerging Growth Seekers
51,50786.96,6.5,9,6,7,0,Emerging Growth Seekers
39,59750.97,6.4,23,7,6,3,Established Loyal Clients
63,388499.44,1.0,8,5,4,1,Conservative Wealth Preservers
64,295327.46,9.3,3,5,2,0,Emerging Growth Seekers
52,33763.92,10.0,9,3,1,0,Emerging Growth Seekers
44,35194.9,7.0,20,6,7,0,Emerging Growth Seekers
61,37086.95,8.6,15,4,3,0,Emerging Growth Seekers
38,522433.73,10.0,1,2,3,0,Emerging Growth Seekers
62,309971.43,3.5,21,6,6,3,Established Loyal Clients
54,99165.23,7.2,22,12,2,3,Established Loyal Clients
56,156904.54,10.0,18,6,4,0,Emerging Growth Seekers
89,311426.42,4.2,18,9,6,3,Established Loyal Clients
54,314100.92,4.2,6,6,2,1,Conservative Wealth Preservers
45,142067.73,4.9,12,5,6,0,Emerging Growth Seekers
22,206759.43,9.8,8,5,7,0,Emerging Growth Seekers
38,378129.08,6.5,3,8,6,0,Emerging Growth Seekers
77,95876.01,1.2,19,5,2,3,Established Loyal Clients
49,1061137.55,2.6,10,8,1,2,High-Net-Worth Core
50,44109.07,1.5,10,3,4,1,Conservative Wealth Preservers
63,206469.26,1.0,5,8,3,1,Conservative Wealth Preservers
85,463579.46,1.0,17,8,6,3,Established Loyal Clients
57,237208.64,7.9,20,3,7,0,Emerging Growth Seekers
31,222245.75,10.0,0,0,5,0,Emerging Growth Seekers
50,207505.37,4.5,20,8,2,3,Established Loyal Clients
27,58908.99,3.4,9,6,7,0,Emerging Growth Seekers
66,618120.65,6.1,23,4,1,3,Established Loyal Clients
63,303924.33,3.4,9,3,3,1,Conservative Wealth Preservers
31,215402.49,3.1,11,6,6,0,Emerging Growth Seekers
78,69566.28,2.2,13,4,5,1,Conservative Wealth Preservers
46,55889.4,9.8,20,4,7,0,Emerging Growth Seekers
71,279747.28,2.8,1,4,6,1,Conservative Wealth Preservers
75,65431.88,5.4,22,10,6,3,Established Loyal Clients
59,226902.29,4.7,17,10,4,3,Established Loyal Clients
53,228188.59,2.2,24,5,3,3,Established Loyal Clients
44,79640.14,2.0,11,3,7,1,Conservative Wealth Preservers
48,274781.51,6.7,21,4,5,0,Emerging Growth Seekers
26,206486.71,10.0,4,3,2,0,Emerging Growth Seekers
53,68103.89,5.3,24,9,3,3,Established Loyal Clients
27,731927.98,8.4,5,6,3,0,Emerging Growth Seekers
68,254645.69,1.0,24,7,2,3,Established Loyal Clients
66,431139.34,2.2,18,9,1,3,Established Loyal Clients
56,157733.88,10.0,0,3,3,0,Emerging Growth Seekers
55,203183.46,9.1,18,3,2,0,Emerging Growth Seekers
35,59655.85,6.8,20,1,2,0,Emerging Growth Seekers
